name,actors
Decibel,"['Kim Rae-won', 'Lee Jong-suk', 'Jung Sang-hoon', 'Park Byung-eun', 'Cha Eun-woo', 'Lee Sang-hee', 'Jo Dal-Hwan', 'Lee Min-ki']"
A Dog's Purpose,"['Britt Robertson', 'KJ Apa', 'John Ortiz', 'Dennis Quaid', 'Josh Gad']"
"Resident 
Evil: Damnation",[]
2 Coelhos,[]
"Farewell, My Queen",[]
One Way Trip,[]
Storm Surfers 3D,[]
inAPPropriate Comedy,"['Ari Shaffir', 'Rob Schneider', 'Michelle Rodriguez', 'Adrien Brody', 'Lindsay Lohan']"
Twixt,"['Val Kilmer', 'Bruce Dern', 'Elle Fanning', 'Ben Chaplin']"
Apartment 143,"['Kai Lennox', 'Gia Mantegna', 'Fiona Glascott', 'Francesc Garrido', 'Rick Gonzalez', ""Michael O'Keefe""]"
Like Crazy,"['Anton Yelchin', 'Felicity Jones', 'Jennifer Lawrence']"
The To Do List,"['Aubrey Plaza', 'Johnny Simmons', 'Bill Hader', 'Alia Shawkat', 'Sarah Steele', 'Scott Porter', 'Rachel Bilson', 'Christopher Mintz-Plasse', 'Andy Samberg', 'Donald Glover', 'Connie Britton', 'Clark Gregg']"
This Is 40,"['Paul Rudd', 'Leslie Mann', 'John Lithgow', 'Megan Fox', 'Albert Brooks']"
Persecuted,[]
Arbitrage,"['Richard Gere', 'Susan Sarandon', 'Tim Roth', 'Brit Marling', 'Laetitia Casta', 'Nate Parker']"
Killing Them Softly,"['Brad Pitt', 'Scoot McNairy', 'Ben Mendelsohn', 'Richard Jenkins', 'James Gandolfini', 'Ray Liotta', 'Sam Shepard']"
The Expendables 2,"['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren', 'Chuck Norris', 'Jean-Claude Van Damme', 'Bruce Willis', 'Arnold Schwarzenegger', 'Terry Crews', 'Randy Couture', 'Liam Hemsworth', 'Scott Adkins', 'Yu Nan']"
So Undercover,[]
Scream VI,"['Melissa Barrera', 'Jasmin Savoy Brown', 'Jack Champion', 'Henry Czerny', 'Mason Gooding', 'Liana Liberato', 'Dermot Mulroney', 'Devyn Nekoda', 'Jenna Ortega', 'Tony Revolori', 'Josh Segarra', 'Samara Weaving', 'Hayden Panettiere', 'Courteney Cox']"
She's Funny That Way,"['Owen Wilson', 'Imogen Poots', 'Kathryn Hahn', 'Will Forte', 'Cybill Shepherd', 'Austin Pendleton', 'Joanna Lumley', 'Richard Lewis', 'Rhys Ifans', 'Jennifer Aniston']"
1911,"['Jackie Chan', 'Winston Chao', 'Li Bingbing']"
Apollo 18,"['Warren Christie', 'Lloyd Owen', 'Ryan Robbins']"
Stonehearst Asylum,"['Kate Beckinsale', 'Jim Sturgess', 'David Thewlis', 'Brendan Gleeson', 'Ben Kingsley', 'Michael Caine']"
Danny Collins,"['Al Pacino', 'Annette Bening', 'Jennifer Garner', 'Bobby Cannavale', 'Christopher Plummer']"
Wreck-It Ralph,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer', 'Jane Lynch']"
Where Do We Go Now?,"['Nadine Labaki', 'Layla Hakim[1]', 'Claude Baz Moussawbaa', 'Antoinette El-Noufaily']"
Jiro Dreams of Sushi,[]
Mara,"['Olga Kurylenko', 'Craig Conway', 'Javier Botet']"
50 to 1,[]
Paranormal Activity 3,"['Lauren Bittner', 'Chris Smith', 'Chloe Csengery', 'Jessica Tyler Brown', 'Katie Featherston']"
Clown,"['Eli Roth', 'Laura Allen', 'Christian Distefano', 'Andy Powers', 'Peter Stormare']"
Seberg,"['Kristen Stewart', ""Jack O'Connell"", 'Margaret Qualley', 'Zazie Beetz', 'Vince Vaughn', 'Anthony Mackie']"
Yolki,[]
Vikingdom,[]
CBGB,"['Alan Rickman', 'Malin Åkerman', 'Justin Bartha', 'Richard de Klerk', 'Kyle Gallner', 'Johnny Galecki', 'Ashley Greene', 'Rupert Grint', 'Estelle Harris', 'Taylor Hawkins', 'Ryan Hurst', 'Stana Katic', 'Donal Logue', 'Joel David Moore', ""Ahna O'Reilly"", 'Freddy Rodriguez', 'Mickey Sumner', 'Bradley Whitford', 'Josh Zuckerman']"
Madea's Big Happy Family,"['Loretta Devine', 'Bow Wow', 'David Mann', 'Cassi Davis', 'Tamela Mann', 'Lauren London', 'Isaiah Mustafa', 'Rodney Perry', 'Shannon Kane', 'Tyler Perry']"
The Last Mountain,[]
Kill List,"['Neil Maskell', 'MyAnna Buring', 'Michael Smiley']"
Pirates of the Caribbean:Dead Men Tell No Tales,"['Johnny Depp', 'Javier Bardem', 'Brenton Thwaites', 'Kaya Scodelario', 'Kevin McNally', 'Geoffrey Rush']"
Simon Killer,"['Brady Corbet', 'Mati Diop']"
The Maze Runner,"[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster', 'Will Poulter', 'Patricia Clarkson']"
Zero Dark Thirty,"['Jessica Chastain', 'Jason Clarke', 'Joel Edgerton']"
The Campaign,"['Will Ferrell', 'Zach Galifianakis']"
Inherent Vice,"['Joaquin Phoenix', 'Josh Brolin', 'Owen Wilson', 'Katherine Waterston', 'Reese Witherspoon', 'Benicio del Toro', 'Martin Short', 'Jena Malone', 'Joanna Newsom']"
Treehouse,"['J. Michael Trautmann', 'Dana Melanie', 'Daniel Fredrick', 'Clint James']"
Alzheimer's,[]
From Up on Poppy Hill,"['Masami Nagasawa', 'Junichi Okada', 'Keiko Takeshita', 'Yuriko Ishida', 'Jun Fubuki', 'Takashi Naito', 'Shunsuke Kazama', 'Nao Omori', 'Teruyuki Kagawa']"
Rudderless,[]
Bad Santa 2,"['Billy Bob Thornton', 'Kathy Bates', 'Tony Cox', 'Christina Hendricks', 'Brett Kelly', 'Ryan Hansen', 'Jenny Zigrino', 'Jeff Skowron', 'Mike Starr']"
Southpaw,"['Jake Gyllenhaal', 'Forest Whitaker', 'Naomie Harris', 'Curtis ""50 Cent"" Jackson', 'Oona Laurence', 'Rachel McAdams']"
American Hustle,"['Christian Bale', 'Bradley Cooper', 'Amy Adams', 'Jeremy Renner', 'Jennifer Lawrence', 'Louis C.K.', 'Michael Peña', 'Alessandro Nivola']"
That Awkward Moment,"['Zac Efron', 'Miles Teller', 'Michael B. Jordan', 'Imogen Poots', 'Mackenzie Davis', 'Jessica Lucas']"
Step Up Revolution,"['Ryan Guzman', 'Kathryn McCormick', 'Misha Gabriel', 'Cleopatra Coleman', 'Stephen ""tWitch"" Boss', 'Tommy Dewey', 'Peter Gallagher']"
The Worst Movie Ever!,[]
80 for Brady,"['Lily Tomlin', 'Jane Fonda', 'Rita Moreno', 'Sally Field', 'Tom Brady']"
Love Likes Coincidences,"['Mehmet Günsür', 'Batuhan Karacakaya', 'Belçim Bilgin Erdoğan', 'Altan Erkekli', 'Yiğit Özşener', 'Ayda Aksel', 'Şebnem Sönmez', 'Hüseyin Avni Danyal', 'Yılmaz Gruda']"
Kamen Rider Kabuto the Movie: God Speed Love,"['Hiro Mizushima', 'Yuki Sato', 'Yui Satonaka', 'Hidenori Tokuyama', 'Kazuki Kato', 'Katsuya Kobayashi', 'Mitsuki Koga', 'Musashi', 'Chisato Morishita']"
Losers' Club,"['Nejat İşler', 'Yiğit Özşener', 'Ahu Türkpençe', 'İdil Fırat']"
Unbroken,"[""Jack O'Connell"", 'Domhnall Gleeson', 'Miyavi', 'Garrett Hedlund', 'Finn Wittrock']"
Little Boy,[]
Meeting Evil,[]
Who Killed Captain Alex?,"['William Kakule', 'Ernest Sseruyna', 'Charles Bukenya', 'Prossy Nakyambadde']"
Admission,"['Tina Fey', 'Paul Rudd', 'Michael Sheen', 'Wallace Shawn', 'Lily Tomlin']"
Gerontophilia,"['Pier-Gabriel Lajoie', 'Walter Borden', 'Katie Boland', 'Marie-Hélène Thibault']"
Nitro Circus: The Movie,"['Gregg Godfrey', 'Jeremy Rawle', 'Travis Pastrana', 'Jolene Van Vugt', 'Street Bike Tommy', 'Jim DeChamp', 'Special Greg', 'Erik Roner']"
After Earth,"['Jaden Smith', 'Will Smith']"
Ernest & Celestine,[]
A Case of You,"['Justin Long', 'Evan Rachel Wood', 'Brendan Fraser', 'Vince Vaughn', 'Peter Billingsley']"
Another Woman's Life,[]
Girl in Progress,[]
Freaks of Nature,"['Nicholas Braun', 'Mackenzie Davis', 'Josh Fadem', 'Joan Cusack', 'Bob Odenkirk', 'Patton Oswalt', 'Ed Westwick', 'Vanessa Hudgens', 'Denis Leary']"
Love Mocktail 2,"['Darling Krishna', 'Milana Nagaraj', 'Rachel David', 'Amrutha Iyengar']"
Aadukalam,"['Dhanush', 'Taapsee', 'Kishore', 'V. I. S. Jayapalan', 'Naren', 'Murugadoss']"
Kaavalan,[]
Kahaani,"['Vidya Balan', 'Parambrata Chatterjee', 'Nawazuddin Siddiqui', 'Indraneil Sengupta', 'Saswata Chatterjee']"
Nebraska,"['Bruce Dern', 'Will Forte', 'June Squibb', 'Stacy Keach', 'Bob Odenkirk']"
Siruthai,"['Karthi', 'Tamannaah Bhatia', 'Santhanam']"
The Nut Job,"['Will Arnett', 'Brendan Fraser', 'Liam Neeson', 'Katherine Heigl', 'Stephen Lang', 'Jeff Dunham', 'Gabriel Iglesias', 'Sarah Gadon']"
Red 2,"['Bruce Willis', 'John Malkovich', 'Mary-Louise Parker', 'Anthony Hopkins', 'Helen Mirren', 'Catherine Zeta-Jones', 'Byung Hun Lee', 'Brian Cox', 'Neal McDonough']"
Always: Sunset on Third Street '64,[]
Chappie,"['Sharlto Copley', 'Dev Patel', 'Hugh Jackman', 'Ninja', 'Yolandi Visser', 'Jose Pablo Cantillo', 'Sigourney Weaver']"
Black Panther,"['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o"", 'Danai Gurira', 'Martin Freeman', 'Daniel Kaluuya', 'Letitia Wright', 'Winston Duke', 'Sterling K. Brown', 'Angela Bassett', 'Forest Whitaker', 'Andy Serkis']"
Midnight FM,[]
Soulless,[]
Once Upon a Time in Anatolia,[]
Make Your Move,[]
Delicacy,[]
Death of Me,"['Maggie Q', 'Luke Hemsworth']"
Tori and Lokita,"['Pablo Schils', 'Mbundu Joely']"
A Separation,"['Leila Hatami', 'Peyman Moaadi', 'Shahab Hosseini', 'Kimiya Hosseini', 'Babak Karimi', 'Sareh Bayat', 'Sarina Farhadi', 'Merila Zarei']"
Dhoom 3,[]
Shaitan,[]
The Baytown Outlaws,"['Andre Braugher', 'Clayne Crawford', 'Daniel Cudmore', 'Travis Fimmel', 'Eva Longoria', 'Paul Wesley', 'Billy Bob Thornton']"
A Royal Night Out,"['Sarah Gadon', 'Bel Powley', 'Jack Reynor', 'Rupert Everett', 'Emily Watson']"
Queen of the Desert,"['Nicole Kidman', 'James Franco', 'Damian Lewis', 'Jay Abdo', 'Robert Pattinson']"
The Fifth Estate,"['Benedict Cumberbatch', 'Daniel Brühl', 'Anthony Mackie', 'David Thewlis', 'Alicia Vikander', 'Stanley Tucci', 'Laura Linney']"
Winter's Tale,"['Colin Farrell', 'Jessica Brown Findlay', 'Jennifer Connelly', 'William Hurt', 'Eva Marie Saint', 'Russell Crowe']"
Honest Thief,"['Liam Neeson', 'Kate Walsh', 'Robert Patrick', 'Anthony Ramos', 'Jeffrey Donovan', 'Jai Courtney']"
Ruby Sparks,"['Paul Dano', 'Zoe Kazan', 'Annette Bening', 'Antonio Banderas', 'Steve Coogan', 'Elliott Gould', 'Chris Messina']"
The Magic of Belle Isle,"['Morgan Freeman', 'Virginia Madsen', 'Emma Fuhrmann', 'Madeline Carroll', 'Kenan Thompson', 'Kevin Pollak', 'Fred Willard', 'Nicolette Pierini']"
Divergent,"['Shailene Woodley', 'Theo James', 'Ashley Judd', 'Jai Courtney', 'Ray Stevenson', 'Zoë Kravitz', 'Miles Teller', 'Tony Goldwyn', 'Maggie Q', 'Kate Winslet']"
The Words,"['Bradley Cooper', 'Jeremy Irons', 'Dennis Quaid', 'Olivia Wilde', 'Zoe Saldana', 'Ben Barnes', 'Nora Arnezeder']"
Captain America: The Winter Soldier,"['Chris Evans', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie', 'Cobie Smulders', 'Frank Grillo', 'Emily VanCamp', 'Hayley Atwell', 'Toby Jones', 'Jenny Agutter', 'Robert Redford', 'Samuel L. Jackson']"
Sadako 3D,"['Satomi Ishihara', 'Koji Seto', 'Yusuke Yamamoto']"
Ai Weiwei: Never Sorry,[]
Hunter Killer,"['Gerard Butler', 'Gary Oldman', 'Common', 'Linda Cardellini', 'Toby Stephens']"
The Guillotines,[]
Aarakshan,[]
The Loft,"['Karl Urban', 'James Marsden', 'Wentworth Miller', 'Eric Stonestreet', 'Matthias Schoenaerts', 'Isabel Lucas', 'Rachael Taylor']"
Overheard 2,[]
Django Unchained,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'Michael Parks', 'Don Johnson']"
Love Is All You Need,[]
Blancanieves,"['Maribel Verdú', 'Daniel Giménez Cacho', 'Pere Ponce', 'José María Pou', 'Inma Cuesta', 'Ángela Molina', 'Sofía Oria', 'Macarena García']"
Percy Jackson: Sea of Monsters,"['Logan Lerman', 'Brandon T. Jackson', 'Alexandra Daddario', 'Jake Abel', 'Douglas Smith', 'Stanley Tucci']"
Holy Spider,"['Mehdi Bajestani', 'Zar Amir Ebrahimi']"
R.M.N.,"['Marin Grigore', 'Judith State']"
End of Watch,"['Jake Gyllenhaal', 'Michael Peña', 'Anna Kendrick', 'Natalie Martinez', 'America Ferrera', 'Frank Grillo', 'Cody Horn', 'David Harbour']"
Resident Evil: Retribution,"['Milla Jovovich', 'Michelle Rodriguez', 'Kevin Durand', 'Sienna Guillory', 'Shawn Roberts', 'Aryana Engineer', 'Colin Salmon', 'Johann Urb', 'Boris Kodjoe', 'Li Bingbing']"
Hamilton:In the Interest of the Nation,[]
Blade Runner 2049,"['Ryan Gosling', 'Harrison Ford', 'Ana de Armas', 'Sylvia Hoeks', 'Robin Wright', 'Mackenzie Davis', 'Carla Juri', 'Lennie James', 'Dave Bautista', 'Jared Leto']"
To Rome with Love,"['Woody Allen', 'Alec Baldwin', 'Roberto Benigni', 'Penélope Cruz', 'Judy Davis', 'Jesse Eisenberg', 'Greta Gerwig', 'Elliot Page[a]']"
17 Girls,[]
Dirty Grandpa,"['Robert De Niro', 'Zac Efron', 'Aubrey Plaza', 'Zoey Deutch', 'Julianne Hough', 'Dermot Mulroney']"
Deepwater Horizon,"['Mark Wahlberg', 'Kurt Russell', 'John Malkovich', 'Gina Rodriguez', ""Dylan O'Brien"", 'Kate Hudson']"
Safety Not Guaranteed,"['Aubrey Plaza', 'Mark Duplass', 'Jake Johnson', 'Karan Soni', 'Jenica Bergere', 'Kristen Bell', 'Jeff Garlin', 'Mary Lynn Rajskub']"
Conan O'Brien Can't Stop,[]
The Samaritan,[]
Crooked House,[]
Won't Back Down,"['Maggie Gyllenhaal', 'Viola Davis', 'Oscar Isaac', 'Rosie Perez', 'Holly Hunter']"
The Amazing Spider-Man 2,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Campbell Scott', 'Embeth Davidtz', 'Colm Feore', 'Paul Giamatti', 'Sally Field']"
Liberal Arts,"['Josh Radnor', 'Elizabeth Olsen', 'Richard Jenkins', 'Allison Janney', 'John Magaro', 'Elizabeth Reaser']"
Into the White,[]
Legend of a Rabbit,"['Chinese Dub:', 'Fan Wei', 'Yan Ni', 'Zhang Fengyi', 'Zhang Yishan', 'Pu Cunxin', 'English Dub:', 'Jon Heder', 'Tom Arnold', 'Rebecca Black', 'Michael Clarke Duncan', 'Claire Geare']"
Christian Brothers,"['Mohanlal', 'Suresh Gopi', 'Dileep', 'R. Sarathkumar']"
The Batman,"['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright', 'John Turturro', 'Peter Sarsgaard', 'Andy Serkis', 'Colin Farrell']"
X-Men: Days of Future Past,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Halle Berry', 'Anna Paquin', 'Elliot Page[a]', 'Peter Dinklage', 'Ian McKellen', 'Patrick Stewart']"
The Edge of Seventeen,"['Hailee Steinfeld', 'Woody Harrelson', 'Kyra Sedgwick', 'Haley Lu Richardson']"
Newlyweds,[]
Maggie,"['Arnold Schwarzenegger', 'Abigail Breslin', 'Joely Richardson']"
Sick of Myself,"['Kristine Kujath Thorp[no]', 'Eirik Sæther[no]', 'Fanny Vaager', 'Henrik Mestad', 'Andrea Bræin Hovig', 'Steinar Klouman Hallert', 'Fredrik Stenberg Ditlev-Simonsen', 'Sarah Francesca Brænne[no]', 'Anders Danielsen Lie']"
A Pigeon Sat on a Branch Reflecting on Existence,[]
Best Man Down,"['Justin Long', 'Jess Weixler', 'Tyler Labine', 'Addison Timlin', 'Shelley Long', ""Frances O'Connor""]"
Paris Manhattan,"['Alice Taglioni', 'Patrick Bruel', 'Marine Delterme', 'Michel Aumont']"
Oosaravelli,"['N. T. Rama Rao Jr', 'Tamannaah Bhatia']"
Another,[]
The Painting,[]
Ace Attorney,[]
2000 Mules,[]
The Last Letter from Your Lover,"['Felicity Jones', 'Callum Turner', 'Joe Alwyn', 'Nabhaan Rizwan', 'Shailene Woodley']"
Spotlight,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber', 'John Slattery', 'Stanley Tucci']"
Incantation,"['Tsai Hsuan-yen', 'Huang Sin-ting', 'Kao Ying-hsuan', 'Sean Lin', 'RQ']"
Petty Romance,[]
Fast & Furious 6,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Jordana Brewster', 'Tyrese Gibson', 'Chris ""Ludacris"" Bridges', 'Sung Kang', 'Luke Evans', 'Gina Carano', 'John Ortiz']"
Nobody Walks,[]
The Dinosaur Project,"['Richard Dillane', 'Peter Brooke', 'Matthew Kane', 'Natasha Loring', 'Stephen Jennings', 'Andre Weideman', 'Abena Ayivor', 'Sivu Nobongoza']"
Penguins of Madagascar,"['Tom McGrath', 'Chris Miller', 'Christopher Knights', 'Conrad Vernon', 'Benedict Cumberbatch', 'Ken Jeong', 'Annet Mahendru', 'Peter Stormare', 'John Malkovich']"
Magic Mike,"['Channing Tatum', 'Alex Pettyfer', 'Matthew McConaughey', 'Cody Horn', 'Olivia Munn', 'Matt Bomer', 'Riley Keough', 'Joe Manganiello', 'Kevin Nash', 'Adam Rodriguez', 'Gabriel Iglesias']"
Kaaryasthan,"['Dileep', 'Siddique', 'Madhu', 'Suraj Venjarammoodu', 'Biju Menon']"
Bachelorette,"['Kirsten Dunst', 'Isla Fisher', 'Lizzy Caplan', 'James Marsden', 'Kyle Bornheimer', 'Rebel Wilson', 'Adam Scott']"
Big Fish & Begonia,"['Ji Guanlin', 'Su Shangqing', 'Timmy Xu', 'Chin Shih-chieh', 'Yang Ting', 'Pan Shulan']"
Pompeii,"['Kit Harington', 'Carrie-Anne Moss', 'Emily Browning', 'Adewale Akinnuoye-Agbaje', 'Jessica Lucas', 'Jared Harris', 'Kiefer Sutherland']"
Saint Petersburg,"['Mohsen Tanabandeh', 'Peiman Ghasem Khani', 'Bahareh Rahnama', 'Shila Khodadad', 'Andisheh Fooladvand']"
The Day He Arrives,[]
Sinister,"['Ethan Hawke', 'Juliet Rylance', 'Fred Thompson', 'James Ransone', 'Clare Foley', ""Michael Hall D'Addario""]"
Cry Macho,"['Clint Eastwood', 'Dwight Yoakam']"
The Angels' Share,[]
The Best Offer,"['Geoffrey Rush', 'Jim Sturgess', 'Sylvia Hoeks', 'Donald Sutherland']"
Let's Be Cops,"['Damon Wayans Jr.', 'Jake Johnson', 'Rob Riggle', 'Nina Dobrev', ""James D'Arcy"", 'Andy García']"
Tom Yum Goong 2,"['Tony Jaa', 'Rza', 'Rhatha Phongam', 'Petchtai Wongkamlao', 'Yanin Vismitananda']"
Pyaar Ka Punchnama,[]
After the Dark,"[""James D'Arcy"", 'Sophie Lowe', 'Daryl Sabara', 'Freddie Stroma', 'Rhys Wakefield', 'Bonnie Wright']"
Heaven Is for Real,[]
The Big Wedding,"['Robert De Niro', 'Katherine Heigl', 'Diane Keaton', 'Amanda Seyfried', 'Topher Grace', 'Susan Sarandon', 'Robin Williams', 'Ben Barnes', 'Christine Ebersole', 'David Rasche', 'Patricia Rae', 'Ana Ayora']"
Seven Psychopaths,"['Colin Farrell', 'Sam Rockwell', 'Woody Harrelson', 'Christopher Walken']"
Delhi Belly,[]
Diaz - Don't Clean Up This Blood,"['Claudio Santamaria', 'Jennifer Ulrich', 'Elio Germano', 'Davide Iacopini', 'Ralph Amoussou', 'Emilie De Preissac', 'Fabrizio Rongione', 'Renato Scarpa', 'Mattia Sbragia', 'Paolo Calabresi', 'Alessandro Roja', 'Rolando Ravello', 'Monica Bîrlădeanu', 'Aylin Prandi']"
Yossi,[]
Miss Peregrine's Home  for Peculiar Children,"['Eva Green', 'Asa Butterfield', ""Chris O'Dowd"", 'Allison Janney', 'Rupert Everett', 'Terence Stamp', 'Ella Purnell', 'Judi Dench', 'Samuel L. Jackson']"
On the Other Side of the Tracks,[]
Now Is Good,"['Dakota Fanning', 'Jeremy Irvine', 'Paddy Considine', 'Olivia Williams', 'Kaya Scodelario']"
One Small Hitch,"['Shane McRae', 'Aubrey Dollar', 'Robert Belushi', 'Rebecca Spence', 'Heidi Johanningmeier', 'Ron Dean', 'Mary Jo Faraci', 'Janet Ulrich Brooks', 'Daniel J. Travanti']"
Nymphomaniac,"['Charlotte Gainsbourg', 'Stellan Skarsgård', 'Stacy Martin', 'Shia LaBeouf', 'Christian Slater', 'Jamie Bell', 'Uma Thurman', 'Willem Dafoe', 'Mia Goth', 'Sophie Kennedy Clark', 'Connie Nielsen', 'Michaël Pas', 'Jean-Marc Barr', 'Udo Kier']"
Begin Again,"['Keira Knightley', 'Mark Ruffalo', 'Hailee Steinfeld', 'Adam Levine', 'James Corden', 'Yasiin Bey', 'CeeLo Green', 'Catherine Keener']"
About Cherry,"['Ashley Hinshaw', 'Lili Taylor', 'Dev Patel', 'Jonny Weston', 'James Franco', 'Heather Graham']"
Everly,[]
Gladiators of Rome,"['Luca Argentero', 'Laura Chiatti', 'Belén Rodríguez', 'Massimo Corvo', 'Enzo Avolio', 'Fabrizio Mazzotta', 'Gianluca Machelli', 'Daniela Abbruzzese', 'Fabrizio De Flaviis', 'Michele Cucuzza', 'Francesco Vairano']"
UglyDolls,"['Kelly Clarkson', 'Janelle Monáe', 'Blake Shelton', 'Wanda Sykes', 'Gabriel Iglesias', 'Wang Leehom', 'Nick Jonas', 'Pitbull']"
Singham,"['Ajay Devgn', 'Kajal Aggarwal', 'Prakash Raj']"
Ford v Ferrari,"['Matt Damon', 'Christian Bale', 'Jon Bernthal', 'Caitríona Balfe', 'Tracy Letts', 'Josh Lucas']"
The Hangover Part III,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Ken Jeong', 'Heather Graham', 'Jeffrey Tambor', 'Justin Bartha', 'John Goodman']"
The Hunger Games: Catching Fire,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Lenny Kravitz', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland']"
The Hunger Games: Mockingjay – Part 1,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Julianne Moore', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland']"
The Hunger Games: Mockingjay – Part 2,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Julianne Moore', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Donald Sutherland']"
Aftersun,"['Paul Mescal', 'Frankie Corio', 'Celia Rowlson-Hall']"
The Dirty Picture,"['Vidya Balan', 'Emraan Hashmi', 'Naseeruddin Shah', 'Tusshar Kapoor']"
Crooked Arrows,[]
A Coffee in Berlin,"['Tom Schilling', 'Friederike Kempter', 'Marc Hosemann', 'Katharina Schüttler', 'Justus von Dohnányi', 'Michael Gwisdek']"
Sex Tape,"['Cameron Diaz', 'Jason Segel', 'Rob Corddry', 'Ellie Kemper', 'Rob Lowe']"
Kiss of the Damned,"['Joséphine de La Baume', 'Milo Ventimiglia', 'Roxane Mesquida', 'Michael Rapaport', 'Riley Keough', 'Anna Mouglalis']"
The Hitman's Bodyguard,"['Ryan Reynolds', 'Samuel L. Jackson', 'Gary Oldman', 'Salma Hayek', 'Élodie Yung', 'Joaquim de Almeida', 'Kirsty Mitchell', 'Richard E. Grant']"
American Assassin,"[""Dylan O'Brien"", 'Michael Keaton', 'Sanaa Lathan', 'Shiva Negar', 'Taylor Kitsch', 'David Suchet', 'Navid Negahban', 'Scott Adkins']"
Tomorrowland,"['George Clooney', 'Hugh Laurie', 'Britt Robertson', 'Raffey Cassidy', 'Tim McGraw', 'Kathryn Hahn', 'Keegan-Michael Key']"
In the House,"['Fabrice Luchini', 'Kristin Scott Thomas', 'Emmanuelle Seigner', 'Denis Ménochet', 'Ernst Umhauer']"
Save the Date,"['Lizzy Caplan', 'Alison Brie', 'Martin Starr', 'Geoffrey Arend', 'Mark Webber']"
Father Figures,"['Owen Wilson', 'Ed Helms', 'J. K. Simmons', 'Katt Williams', 'Terry Bradshaw', 'Ving Rhames', 'Harry Shearer', 'June Squibb', 'Christopher Walken', 'Glenn Close']"
Labor Day,[]
Infinitely Polar Bear,[]
Compliance,"['Ann Dowd', 'Dreama Walker', 'Pat Healy', 'Bill Camp']"
A Most Wanted Man,"['Philip Seymour Hoffman', 'Rachel McAdams', 'Willem Dafoe', 'Robin Wright', 'Grigoriy Dobrygin', 'Homayoun Ershadi', 'Nina Hoss', 'Daniel Brühl']"
King Arthur: Legend of the Sword,"['Charlie Hunnam', 'Àstrid Bergès-Frisbey', 'Djimon Hounsou', 'Aidan Gillen', 'Jude Law', 'Eric Bana']"
The Neon Demon,"['Elle Fanning', 'Karl Glusman', 'Jena Malone', 'Bella Heathcote', 'Abbey Lee', 'Desmond Harrington', 'Christina Hendricks', 'Keanu Reeves']"
Rules Don't Apply,"['Warren Beatty', 'Annette Bening', 'Matthew Broderick', 'Lily Collins', 'Alden Ehrenreich']"
The Two Faces of January,"['Viggo Mortensen', 'Kirsten Dunst', 'Oscar Isaac']"
Victor Frankenstein,"['Daniel Radcliffe', 'James McAvoy', 'Jessica Brown Findlay', 'Andrew Scott', 'Charles Dance']"
Case Closed: The Bride of Halloween,"['Minami Takayama', 'Kappei Yamaguchi', 'Rikiya Koyama', 'Wakana Yamazaki', 'Megumi Hayashibara', 'Atsuko Yuya', 'Wataru Takagi', 'Tōru Furuya', 'Nobutoshi Canna', 'Hikaru Midorikawa', 'Hiroki Tōchi', 'Shin-ichiro Miki', 'Mai Shiraishi', 'Nobuo Tobita', 'Kenichi Ogata', 'Naoko Matsui', 'Yukiko Iwai', 'Ikue Ōtani', 'Chafurin']"
Toy Story 4,"['Tom Hanks', 'Tim Allen', 'Annie Potts', 'Tony Hale', 'Keegan-Michael Key', 'Jordan Peele', 'Madeleine McGraw', 'Christina Hendricks', 'Keanu Reeves', 'Ally Maki', 'Jay Hernandez', 'Lori Alan', 'Joan Cusack']"
